MetaTest/sweep-into-v2/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/drawer-open-v2/TerminationRate,MetaTest/drawer-open-v2/MinReturn,MetaTest/drawer-open-v2/Iteration,MetaTest/door-close-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/Iteration,MetaTest/shelf-place-v2/Iteration,MetaTest/Average/SuccessRate,MetaTest/drawer-open-v2/SuccessRate,MetaTest/lever-pull-v2/TerminationRate,MetaTest/lever-pull-v2/SuccessRate,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/drawer-open-v2/AverageDiscountedReturn,MetaTest/shelf-place-v2/NumEpisodes,MetaTest/lever-pull-v2/NumEpisodes,MetaTest/shelf-place-v2/SuccessRate,MetaTest/lever-pull-v2/AverageReturn,MetaTest/shelf-place-v2/StdReturn,MetaTest/Average/MinReturn,TrainSteps,MetaTest/lever-pull-v2/MinReturn,MetaTest/door-close-v2/NumEpisodes,MetaTest/sweep-into-v2/AverageDiscountedReturn,MetaTest/door-close-v2/StdReturn,MetaTest/door-close-v2/TerminationRate,MetaTest/sweep-into-v2/MinReturn,MetaTest/shelf-place-v2/MaxReturn,MetaTest/lever-pull-v2/MaxReturn,MetaTest/door-close-v2/MinReturn,MetaTest/sweep-into-v2/SuccessRate,MetaTest/drawer-open-v2/AverageReturn,MetaTest/lever-pull-v2/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/drawer-open-v2/StdReturn,MetaTest/drawer-open-v2/NumEpisodes,MetaTest/sweep-into-v2/AverageReturn,MetaTest/shelf-place-v2/TerminationRate,MetaTest/sweep-into-v2/TerminationRate,MetaTest/lever-pull-v2/Iteration,MetaTest/Average/AverageReturn,MetaTest/door-close-v2/Iteration,MetaTest/shelf-place-v2/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/lever-pull-v2/StdReturn,MetaTest/Average/StdReturn,MetaTest/door-close-v2/AverageReturn,MetaTest/sweep-into-v2/MaxReturn,MetaTest/shelf-place-v2/AverageReturn,MetaTest/sweep-into-v2/StdReturn,MetaTest/shelf-place-v2/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-open-v2/MaxReturn,MetaTest/door-close-v2/SuccessRate,MetaTest/door-close-v2/MaxReturn
500,0.0,0.0,384.7868500543052,500,6.475805558608328,500,500,0.0284,0.0,0.0,0.0,3982.66040405023,2560000,122.02155562666009,500,500,0.0,169.5463905802532,0.0,0.0,500,74.13614514448085,500,52.77581719253366,3.9111864184811345,0.0,45.05249653922425,0.0,246.851900390335,31.872307793167447,0.142,621.560872055766,44.45036808866399,500,333.7922627856131,500,467.11617911722817,0.0,0.0,500,259.4858483553382,500,0.0,2500,44.86485742250997,582.4616779650963,39.205800023443295,3982.66040405023,0.0,1133.4498734786075,0.0,45.14470929329321,1900.2731938844136,0.0,46.66996310998773
501,0.0,0.0,360.45546299002854,1000,6.522640606870886,1000,1000,0.0,0.0,0.0,0.0,451.8449926990172,5120000,81.57038248869625,500,500,0.0,89.51537798596698,0.0,0.0,1000,35.24873056743978,500,21.168259300101965,3.821165131595024,0.0,19.182903443832643,0.0,136.65357683088402,32.25785992820162,0.0,379.3302155035148,33.53103887364481,1000,22.945448810936576,500,58.73138300894446,0.0,0.0,1000,113.35314993356317,1000,0.0,2501,28.89932820711869,137.87108314326662,39.29801670323896,196.83830143936314,0.0,32.66728751049162,0.0,28.555509353841288,451.8449926990172,0.0,46.79843674221341
500,0.0,0.0,361.376983450416,1500,6.785459265292587,1500,1500,0.0,0.0,0.0,0.0,427.641269789959,7680000,80.77929780630299,500,500,0.0,307.2492297587186,0.0,0.0,1500,152.1703239259547,500,17.87330712805277,3.852160789674567,0.0,11.157202539216028,0.0,427.641269789959,32.44617926148474,0.0,368.6105834829849,72.60619643844467,1500,6.770891115789472,501,75.06265886866562,0.0,0.0,1500,158.2132952609961,1500,0.0,2501,70.94644201276121,154.94835808209146,39.72320961816738,216.22288891255957,0.0,49.45881811744417,0.0,35.626913081508526,387.1327994109652,0.0,47.26077091358215
500,0.0,0.0,370.9803221647008,2000,3.745106632478551,2000,2000,0.0,0.0,0.0,0.0,410.24462456742924,10240000,86.69276811334954,500,500,0.0,245.65828361293504,0.0,0.0,2000,74.32668198929827,501,19.6842348679274,2.3951300711390875,0.0,26.185525964847482,0.0,374.1415189068844,14.641234077071612,0.0,378.2942474556186,51.57774688943192,2000,9.949355367462914,500,83.06697154007637,0.0,0.0,2000,145.0335054929737,2000,0.0,2501,92.81531178531398,154.33509588070214,18.401289288647195,295.5232478112245,0.0,70.33171031071076,0.0,32.32853792811923,410.24462456742924,0.0,24.014371525173882
500,0.0,0.0,364.8184317368537,2500,6.308635127461877,2500,2500,0.0,0.0,0.0,0.0,419.5375851851741,12800000,82.1087660335449,501,500,0.0,292.4135642828167,0.0,0.0,2500,116.02226052378751,500,24.194332624573494,3.6507081431747186,0.0,18.679412351504045,0.0,410.06982933908716,31.87743577677659,0.0,368.57643632042,69.78992411413745,2500,4.532427183384194,500,109.19499901889296,0.0,0.0,2500,161.67810379040958,2500,0.0,2501,86.47734730344409,153.38624690227172,38.52887553749891,419.5375851851741,0.0,78.4893496544725,0.0,36.46574528183081,382.3235665127832,0.0,46.36456709617943
500,0.0,0.0,384.1803149751848,3000,4.825668255936696,3000,3000,0.0,0.0,0.0,0.0,435.68216710987093,15360000,89.00280063899066,501,500,0.0,252.95842953564872,0.0,0.0,3000,90.24734929280407,500,13.611192450567382,4.094054307015046,0.0,28.345948438196928,0.0,359.73906246852977,24.632943293595385,0.0,393.84406554391694,56.110144349407285,3000,12.823475186987242,500,70.85235381140753,0.0,0.0,3000,150.1731444262358,3000,0.0,2501,78.06562519555538,155.33396101911384,33.51121952905842,216.70172347855436,0.0,44.46130276207933,0.0,32.696882386026,435.68216710987093,0.0,42.04598801617479
500,0.0,0.0,438.3050873382303,3500,3.427619244805466,3500,3500,0.0,0.0,0.0,0.0,557.9849031597773,17920000,100.34236312026226,500,501,0.0,176.1241500454732,0.0,0.0,3500,63.68753291085534,500,15.275368980088146,1.5824097927970782,0.0,1.082133570160203,0.0,282.1441497823605,13.764810286082112,0.0,469.94478252359636,51.047178800980355,3500,22.936221126632983,500,90.47999718355908,0.0,0.0,3500,150.5643260171306,3500,0.0,2501,58.92489309488176,178.9305700997565,16.221580684967762,557.9849031597773,0.0,95.66039949075576,0.0,34.0253147748377,536.3326129605509,0.0,20.18981466316737
500,0.0,0.0,411.3573901728829,4000,3.7562118372967426,4000,4000,0.0,0.0,0.0,0.0,519.3769122954067,20480000,100.14257098948751,500,501,0.0,195.7700440845147,0.0,0.0,4000,59.20434380961889,500,14.012114944116613,1.9799930407272073,0.0,5.230290763548069,0.0,286.25980681064436,14.406237845250944,0.0,438.4809130579984,60.53231142241422,4000,24.83181945030537,501,73.90399485464656,0.0,0.0,4000,145.27156604337154,4000,0.0,2502,59.6728743141049,165.93486235715343,17.515462569586408,183.46396027284936,0.0,48.730304243582516,0.0,35.724332325767165,519.3769122954067,0.0,22.120548252885225
500,0.0,0.0,419.54181775110584,4500,3.127350951925473,4500,4500,0.0,0.0,0.0,0.0,481.1881213591294,23040000,96.43025757160707,500,500,0.0,115.71981592647455,0.0,0.0,4500,78.32533603164957,500,9.620317248112933,1.45727775716987,0.0,18.792500067295848,0.0,140.90452417785394,13.467370954855955,0.0,437.4335011307942,42.33021714755903,4500,14.484112310096618,500,47.79416288793426,0.0,0.0,4500,123.3320515188816,4500,0.0,2500,16.0878909101523,162.49575023396537,15.71277764920497,122.95223679643888,0.0,18.364868111510845,0.0,30.3016285838409,481.1881213591294,0.0,19.54316429494032
500,0.0,0.0,493.0458928286554,5000,3.41463407980647,5000,5000,0.0,0.0,0.0,0.0,1450.258575679591,25600000,128.3238530742365,500,500,0.0,264.15439006760437,0.0,0.0,5000,76.03833492240614,500,12.556505930121189,2.2750701373709443,0.0,1.1015662065278986,0.0,409.4202410933562,14.387975955915493,0.0,783.7749179821345,64.83662297407444,5000,237.14729400921235,500,63.46944461400683,0.0,0.0,5000,225.85641978495838,5000,0.0,2500,100.3306599660329,316.78094450854144,17.883346261046086,194.70670513256127,0.0,45.46802345363635,0.0,41.82632321164772,1450.258575679591,0.0,23.57925212715406
500,0.0,0.0,504.42310403976813,5500,3.1318858901799156,5500,5500,0.0,0.0,0.0,0.0,1353.794298773209,28160000,135.51308622643222,500,500,0.0,177.68816449754013,0.0,0.0,5500,84.64026566669693,500,15.997319549566418,1.4626929872054988,0.0,2.449125254027847,0.0,248.95848163473715,13.52158213774481,0.0,659.5131425279525,54.06615783837806,5500,214.4439931601541,500,93.33374256698397,0.0,0.0,5500,189.2538917391934,5500,0.0,2500,38.172824755160455,264.37689319604505,15.734409103490457,447.9124021919596,0.0,75.00618406561694,0.0,41.741689900911325,1353.794298773209,0.0,19.596473131539124
500,0.0,0.0,445.43301565799953,6000,3.430687932985891,6000,6000,0.0,0.0,0.0,0.0,647.1377903893792,30720000,106.61316876864734,500,500,0.0,91.50060717597121,0.0,0.0,6000,25.535558077381122,500,10.529930644204809,2.1550125401969913,0.0,8.435014425438272,0.0,139.86344737976424,14.649235867330972,0.0,537.7680178977263,39.694207962574964,6000,32.08466756751919,500,55.214387160120665,0.0,0.0,6000,140.54831543682718,6000,0.0,2500,27.229064758351758,202.28012982903837,18.25856495031785,161.12780903696537,0.0,25.12173577995872,0.0,32.053599061682604,647.1377903893792,0.0,22.155167234168715
501,0.0,0.0,409.815959471809,6500,3.4098857533656775,6500,6500,0.0,0.0,0.0,0.0,504.2961507360328,33280000,95.00158340825772,500,500,0.0,128.66157633343394,0.0,0.0,6500,29.22831757296358,500,6.851839123793522,2.4691222439411153,0.0,11.492438976066332,0.0,303.40179164171894,14.639373777382305,0.0,434.1763277998514,49.93047200550141,6500,19.237567405592984,500,17.35072666052526,0.0,0.0,6500,119.69714047028994,6500,0.0,2501,68.7308130011932,166.79593032980435,18.501764385258593,30.02877930957585,0.0,4.329316740747423,0.0,31.02908515976927,504.2961507360328,0.0,24.291576213301198
500,0.0,0.0,410.1536443283086,7000,3.2779463475103694,7000,7000,0.0,0.0,0.0,0.0,830.6186670908584,35840000,119.5226343712858,500,500,0.0,61.77233892013484,0.0,0.0,7000,26.24104575796861,500,20.580990910500937,2.1574442247117758,0.0,27.728522839706987,0.0,94.23970741528753,14.269036754798334,0.0,491.7091124822273,26.716628987814662,7000,79.65068945172304,500,78.66063465209201,0.0,0.0,7000,129.9524180659712,7000,0.0,2500,16.67933081618021,187.49738602722246,17.620004275401698,190.95589180887703,0.0,38.67536064110227,0.0,34.01964012342236,830.6186670908584,0.0,22.80153840094323
500,0.0,0.0,486.13282650110165,7500,3.641872814061175,7500,7500,0.007996801279488205,0.0,0.0,0.0,1950.719113702846,38400000,152.2934224090403,500,500,0.0,122.72113476440613,0.0,0.0,7500,34.13769616808319,501,24.6387106944138,2.3132854679942954,0.0,28.73957165955257,0.0,402.7063618435034,14.59390783747654,0.04,906.174211631438,46.40085553313237,7500,445.3731381833414,500,120.79097041938643,0.0,0.0,7500,233.50216061311124,7500,0.0,2501,58.58255810880273,402.49367125937124,18.25498061033122,973.1030670486574,0.0,173.56284883764258,0.0,45.37827772816388,1950.719113702846,0.0,24.422065300073353
500,0.0,0.0,562.3527566019046,8000,3.0822466859374464,8000,8000,0.0,0.0,0.0,0.0,1879.479920362217,40960000,210.22641184577893,500,500,0.0,179.9050768389457,0.0,0.0,8000,39.35303911522984,500,19.870300285739738,1.4142051409443228,0.0,20.717433443438292,0.0,336.2380345749892,13.475771278242707,0.0,1251.4986586405012,53.47585049555188,8000,423.2891963321658,500,74.85575501988392,0.0,0.0,8000,304.3775508958424,8000,0.0,2500,80.86528269426347,515.6623400463398,15.628263979881446,315.74400016375915,0.0,50.886329776610445,0.0,57.3309618626016,1879.479920362217,0.0,19.366870475740274
500,0.0,0.0,455.35093173369023,8500,3.472803411619607,8500,8500,0.02,0.0,0.0,0.0,3305.3975796117957,43520000,130.22363536690563,500,500,0.0,209.24282225974648,0.1144902945875176,0.0,8500,55.80740553153738,500,36.08844412351153,1.9429881503758835,0.0,3.7638919935038784,0.8177878184822686,299.07266111504595,13.968844307452889,0.1,631.2722664386945,46.37832767228341,8500,193.11366624516504,500,383.3172086206619,0.0,0.0,8500,248.17466537179845,8500,0.0,2500,70.95542670293334,456.3545406511456,17.024673783519823,3305.3975796117957,0.01635575636964537,847.0006802209988,0.00011649455550737262,43.23266541377513,1139.3410555337737,0.0,21.63871218976663
501,0.0,0.0,486.4955739635529,9000,2.9380435521397477,9000,9000,0.09992006394884093,0.0,0.0,0.0,4239.12341010686,46080000,212.7265965895031,500,501,0.0,139.72495342579256,0.0,0.0,9000,53.176531462475694,500,152.61015655350187,1.3642268174004677,0.0,37.58831086109296,0.0,329.08019551176267,13.357626909634856,0.499001996007984,816.6177844304992,51.125163843284376,9000,191.2452900918191,500,1793.3428493207823,0.0,0.0,9000,553.3528246619251,9000,0.0,2502,56.597476433376954,1065.6518924517625,15.425811825705757,4239.12341010686,0.0,1805.3679301266438,0.0,83.89437073925313,1231.9555097398807,0.0,19.029849511278496
500,0.0,0.0,558.8931496115404,9500,3.391746551138897,9500,9500,0.0356,0.0,0.0,0.0,3795.153030444094,48640000,176.0750084503222,500,500,0.0,240.33293525988813,0.0,0.0,9500,72.32331938910951,500,45.78526630639893,2.306635171891347,0.0,36.43318592811491,0.0,385.5264843375525,14.376504768306884,0.178,707.2504443396748,59.997928820190225,9500,160.68818306577057,500,478.9668192504682,0.0,0.0,9500,288.9174429235663,9500,0.0,2500,86.14661987418599,544.0417169400055,18.03701576780039,3795.153030444094,0.0,1037.462520505702,0.0,57.04999002561004,1193.872571569717,0.0,24.415745428419807
500,0.0,0.0,445.80477780844626,10000,3.2768509544108797,10000,10000,0.012395041983206718,0.0,0.0,0.0,4244.594678843905,51200000,133.9505802165136,500,501,0.0,98.06548693353132,0.0,0.0,10000,51.11767182889983,500,41.06765241886894,2.1635117284155743,0.0,21.706318467832986,0.0,142.4071611123794,14.26769200291475,0.062,497.83355995129943,49.192647709059244,10000,46.78667565962806,500,267.2532683768422,0.0,0.0,10000,176.12335364202033,10000,0.0,2501,17.329824712169977,408.2618233177942,17.620568681845597,4244.594678843905,0.0,810.6648115568827,0.0,45.499023709370405,654.4149131538665,0.0,22.893237150438047
500,0.0,0.0,445.7105720641292,10500,3.4477268738840845,10500,10500,0.008,0.0,0.0,0.0,4294.8494365904735,53760000,182.71532373317444,500,500,0.0,115.92878556032042,0.0,0.0,10500,24.630475781914452,500,34.25734033927557,2.149463171444321,0.0,16.551906320590156,0.0,338.7499262990624,14.500490925088808,0.04,800.9082982577933,43.879927677043796,10500,237.9065882942837,500,236.75580196110118,0.0,0.0,10500,234.27875051241188,10500,0.0,2500,68.32501382255683,440.21368833921844,17.800866782844437,4294.8494365904735,0.0,686.1755483071543,0.0,52.86006372467558,1262.2851259677484,0.0,22.915044112855266
500,0.0,0.0,552.7191192451985,11000,3.6237406938224885,11000,11000,0.0796,0.0,0.0,0.0,4363.839385125821,56320000,166.24638571899507,500,500,0.0,203.57310369024538,0.0,0.0,11000,62.86285770219946,500,112.95583566111739,2.287626822857813,0.0,23.038664700570745,0.0,329.8306545474869,14.564535441439409,0.398,649.6615668381509,57.703529501043306,11000,110.36600091099858,500,1223.7926591509286,0.0,0.0,11000,419.0173150567226,11000,0.0,2500,69.991679436857,869.8582546510271,18.059245604288307,4363.839385125821,0.0,1637.8531606982483,0.0,68.10589831499564,1012.8379105503592,0.0,23.081808450591623
500,0.0,0.0,435.51598623743047,11500,3.3453445746137924,11500,11500,0.1036,0.0,0.0,0.0,4250.069110167735,58880000,135.52075330951712,500,500,0.0,215.50128658480756,0.16185057539086717,0.0,11500,58.766261584747035,500,113.75001368844377,1.7042132093300357,0.0,41.66965552053902,1.1094476632112473,362.750056918369,14.382658054919272,0.518,484.87482563043693,60.68781873667788,11500,43.110990654815105,500,1402.6698669525088,0.0,0.0,11500,424.01381864935996,11500,0.0,2500,84.66241020063684,886.1853398291621,16.99271030524389,4250.069110167735,0.0304037738022438,1602.253336111327,0.0004950033455924586,62.660885062519625,635.0987042851266,0.0,21.13813763577345
500,0.0,0.0,435.559725278442,12000,3.845964431416288,12000,12000,0.0712,0.0,0.0,0.0,4073.7200821515735,61440000,146.68934537362006,500,500,0.0,138.86100884121302,0.0,0.0,12000,35.4632631127617,500,109.52727916700145,4.568396288706777,0.0,21.28048844499651,0.0,356.44732073088494,14.559435132814755,0.356,714.0217024042835,53.739357194407965,12000,148.06253050507252,500,1277.6851366904634,0.0,0.0,12000,430.0116499529056,12000,0.0,2500,74.45853583077161,908.6377316225787,19.490401828568697,4073.7200821515735,0.0,1692.1012735090865,0.0,62.76038923328916,1118.2183800556172,0.0,36.86852182104941
500,0.0,0.0,570.543612801781,12500,3.5332234099397737,12500,12500,0.036,0.0,0.0,0.0,4246.0529230548345,64000000,159.1093731083303,500,500,0.0,133.18398645779564,0.0,0.0,12500,66.30824891860321,500,59.85814875725034,5.419096090324249,0.0,13.479385162632143,0.0,179.17010442528624,14.38297617537774,0.18,767.3490230485424,45.12581981908287,12500,199.5617374152475,500,541.1906284327684,0.0,0.0,12500,292.1704978886473,12500,0.0,2500,28.751152815349222,627.9538056625505,19.12885150412999,4246.0529230548345,0.0,1207.4565500656317,0.0,53.525313018920656,1352.9959963731844,0.0,42.302198693630764
500,0.0,0.0,591.8795612490876,13000,3.27153448889744,13000,13000,0.0,0.0,0.0,0.0,1047.083330231645,66560000,226.1796679395107,501,500,0.0,152.32255772073364,0.0,0.0,13000,73.794990734688,500,23.720878391586815,2.1592706611587675,0.0,13.513470836555499,0.0,261.5915484746254,14.266596141713466,0.0,724.8282850401409,47.496552668145206,13000,97.81459323078607,500,86.95173149435276,0.0,0.0,13000,196.2663700548438,13000,0.0,2501,35.72047516404685,274.3676830798018,17.621808759101334,185.1894572672318,0.0,43.82371856905183,0.0,60.109682824498236,1047.083330231645,0.0,22.766320770189953
500,0.0,0.0,1142.6657850986574,13500,3.2871725628594577,13500,13500,0.0,0.0,0.0,0.0,2405.8300255044624,69120000,332.06713804845117,500,500,0.0,181.30439449189737,0.0,0.0,13500,64.77184414994885,500,16.16667258097204,2.1749402676528686,0.0,15.94417716198565,0.0,385.90661164248775,14.299340531438013,0.0,2071.073526043963,61.090504614912575,13500,346.945104103863,500,65.1440984482392,0.0,0.0,13500,467.0341594594891,13500,0.0,2500,69.02098664705667,820.1122917365246,17.648778313346682,155.1857130893694,0.0,40.17196648728686,0.0,82.52229756143905,2405.8300255044624,0.0,22.869130763187425
500,0.0,0.0,789.7815590064207,14000,3.289154795502593,14000,14000,0.0,0.0,0.0,0.0,1146.162345369814,71680000,272.55021662649864,500,500,0.0,95.2395890577723,0.0,0.0,14000,54.588294554402886,500,18.814929018595613,2.129862445616742,0.0,16.600020133571565,0.0,167.52894625202066,14.172944013748735,0.0,949.1394433466934,38.86243617782953,14000,95.5758485751785,500,81.77181090211444,0.0,0.0,14000,228.7205398252933,14000,0.0,2500,19.29434214770183,365.3575030572659,17.45185581988619,213.23580457262742,0.0,50.56621932791731,0.0,66.70334732368528,1146.162345369814,0.0,23.04884943326519
500,0.0,0.0,487.3459974333457,14500,3.1092679651150323,14500,14500,0.0,0.0,0.0,0.0,1482.6922798302658,74240000,195.14010661705342,500,500,0.0,88.45015793466031,0.0,0.0,14500,55.6366600747544,500,19.557413411143788,1.7662974083268035,0.0,18.19092842434821,0.0,186.95657470145034,13.458167932085805,0.0,1060.205330929449,39.409667166976014,14500,300.34712625915796,500,79.82101767598553,0.0,0.0,14500,248.95386788728507,14500,0.0,2500,31.91634181509757,429.92103517180715,16.292832896330243,381.791625354622,0.0,65.76343760902014,0.0,51.44329103205765,1482.6922798302658,0.0,20.10748533594095
